transaction_id,timestamp,user_id,amount,city,transaction_type,operator,status
TXN1770849049114_5498,2026-02-05 00:30:49,user_751563480,81629.0,Dakar,withdrawal,Orange Money,completed
TXN1770849049062_2555,2026-02-05 00:30:49,user_787888843,100098.0,Saint-Louis,deposit,Wizall,completed
TXN1770849049129_8739,2026-02-05 00:30:49,user_774169415,151258.0,Dakar,deposit,Orange Money,completed
TXN1770849049075_8170,2026-02-05 00:30:49,user_757271311,9961.0,Ziguinchor,payment,Wizall,completed
TXN1770849049201_6334,2026-02-05 00:30:49,user_778077662,32497.0,Dakar,payment,Wizall,completed
TXN1770849049116_9427,2026-02-05 00:30:49,user_765636289,28694.0,Dakar,withdrawal,Wizall,completed
TXN1770849049021_9227,2026-02-05 00:30:49,user_707104651,19598.0,Ziguinchor,transfer,Orange Money,completed
TXN1770849049096_8110,2026-02-05 00:30:49,user_705004822,21096.0,Dakar,transfer,Wizall,completed
TXN1770849049082_2697,2026-02-05 00:30:49,user_783645655,34783.0,Saint-Louis,transfer,Orange Money,completed
TXN1770849049082_5004,2026-02-05 00:30:49,user_781625661,98342.0,Kaolack,transfer,Wave,completed
TXN1770849049231_5997,2026-02-05 00:30:49,user_789472953,53228.0,Dakar,transfer,Free Money,completed
TXN1770849049210_8034,2026-02-05 00:30:49,user_702685557,68367.0,Kaolack,transfer,Orange Money,completed
TXN1770849049103_6293,2026-02-05 00:30:49,user_704025771,43248.0,Saint-Louis,transfer,Wizall,completed
TXN1770849049192_2167,2026-02-05 00:30:49,user_783490769,44645.0,Saint-Louis,payment,Wizall,completed
TXN1770849049061_7930,2026-02-05 00:30:49,user_787308382,22942.0,Ziguinchor,transfer,Free Money,completed
TXN1770849049042_6808,2026-02-05 00:30:49,user_787745583,39767.0,Dakar,transfer,Free Money,completed
TXN1770849049020_7113,2026-02-05 00:30:49,user_786000558,23939.0,Kaolack,transfer,Free Money,completed
TXN1770849049119_3153,2026-02-05 00:30:49,user_786300639,7766.0,Saint-Louis,payment,Wizall,completed
TXN1770849049070_8606,2026-02-05 00:30:49,user_702327930,55836.0,Kaolack,transfer,Orange Money,completed
TXN1770849049046_6219,2026-02-05 00:30:49,user_771161614,33391.0,Thiès,transfer,Free Money,completed
TXN1770849049080_6632,2026-02-05 00:30:49,user_787993284,100000.0,Ziguinchor,transfer,Wave,completed
TXN1770849049041_5244,2026-02-05 00:30:49,user_703140306,6995.0,Ziguinchor,payment,Wizall,completed
TXN1770849049041_5483,2026-02-05 00:30:49,user_784787716,50000.0,Saint-Louis,payment,Free Money,completed
TXN1770849049169_4535,2026-02-05 00:30:49,user_776728769,7043.0,Dakar,transfer,Free Money,completed
TXN1770849049233_5358,2026-02-05 00:30:49,user_703994723,17580.0,Thiès,transfer,Wizall,completed
TXN1770849049199_5733,2026-02-05 00:30:49,user_701016259,171676.0,Thiès,withdrawal,Wizall,completed
TXN1770849049078_1975,2026-02-05 00:30:49,user_766995244,35479.0,Thiès,transfer,Wizall,completed
TXN1770849049160_6245,2026-02-05 00:30:49,user_704470875,10086.0,Kaolack,transfer,Wizall,completed
TXN1770849049075_8273,2026-02-05 00:30:49,user_782086491,41855.0,Kaolack,payment,Free Money,completed
TXN1770849049023_8183,2026-02-05 00:30:49,user_763097809,17318.0,Dakar,transfer,Free Money,completed
TXN1770849049061_1819,2026-02-05 00:30:49,user_771523448,68113.0,Dakar,transfer,Orange Money,completed
TXN1770849049068_1542,2026-02-05 00:30:49,user_761502647,72437.0,Thiès,withdrawal,Free Money,completed
TXN1770849049106_5006,2026-02-05 00:30:49,user_754558295,16905.0,Dakar,payment,Free Money,completed
TXN1770849049065_2348,2026-02-05 00:30:49,user_772377323,26543.0,Kaolack,transfer,Orange Money,completed
TXN1770849049120_6112,2026-02-05 00:30:49,user_772737594,109734.0,Ziguinchor,deposit,Orange Money,completed
TXN1770849049158_9154,2026-02-05 00:30:49,user_767130336,9733.0,Kaolack,payment,Orange Money,completed
TXN1770849049088_3425,2026-02-05 00:30:49,user_704145588,12961.0,Saint-Louis,payment,Free Money,completed
TXN1770849049131_9497,2026-02-05 00:30:49,user_704238386,21963.0,Ziguinchor,transfer,Free Money,completed
TXN1770849049007_9666,2026-02-05 00:30:49,user_756075395,80555.0,Thiès,withdrawal,Wizall,completed
TXN1770849049173_8255,2026-02-05 00:30:49,user_758656125,43756.0,Saint-Louis,transfer,Orange Money,completed
TXN1770849049164_9856,2026-02-05 00:30:49,user_705690029,64828.0,Dakar,deposit,Wizall,completed
TXN1770849049224_5182,2026-02-05 00:30:49,user_788835834,50969.0,Ziguinchor,transfer,Wizall,completed
TXN1770849049107_3706,2026-02-05 00:30:49,user_708775922,33504.0,Thiès,transfer,Free Money,completed
TXN1770849049237_8240,2026-02-05 00:30:49,user_753712737,31707.0,Saint-Louis,withdrawal,Wave,completed
TXN1770849049089_1285,2026-02-05 00:30:49,user_768624134,22977.0,Thiès,transfer,Wave,completed
TXN1770849049125_3199,2026-02-05 00:30:49,user_759310427,45763.0,Thiès,transfer,Free Money,completed
TXN1770849049238_6566,2026-02-05 00:30:49,user_756399648,69532.0,Ziguinchor,transfer,Free Money,completed
TXN1770849049217_8894,2026-02-05 00:30:49,user_768666056,200000.0,Ziguinchor,withdrawal,Orange Money,completed
TXN1770849049213_8400,2026-02-05 00:30:49,user_777465524,31536.0,Thiès,withdrawal,Orange Money,completed
TXN1770849049088_7360,2026-02-05 00:30:49,user_751750435,28634.0,Ziguinchor,payment,Wizall,completed
TXN1770849049052_3774,2026-02-05 00:30:49,user_761337345,14774.0,Dakar,transfer,Wave,completed
TXN1770849049051_7543,2026-02-05 00:30:49,user_788015348,59472.0,Thiès,withdrawal,Wizall,completed
TXN1770849049095_7593,2026-02-05 00:30:49,user_783114847,25252.0,Ziguinchor,payment,Orange Money,completed
TXN1770849049077_2209,2026-02-05 01:30:49,user_762543965,15278.0,Kaolack,payment,Wizall,completed
TXN1770849049098_9628,2026-02-05 01:30:49,user_755534911,71272.0,Saint-Louis,withdrawal,Wizall,completed
TXN1770849049077_8522,2026-02-05 01:30:49,user_787516510,4638.0,Ziguinchor,payment,Wizall,completed
TXN1770849049201_2624,2026-02-05 01:30:49,user_701653911,35291.0,Thiès,payment,Wave,completed
TXN1770849049081_3432,2026-02-05 01:30:49,user_776435127,180482.0,Ziguinchor,withdrawal,Free Money,completed
TXN1770849049044_2595,2026-02-05 01:30:49,user_789347047,24240.0,Ziguinchor,payment,Orange Money,completed
TXN1770849049150_7811,2026-02-05 01:30:49,user_775507217,57558.0,Thiès,withdrawal,Orange Money,completed
TXN1770849049231_6574,2026-02-05 01:30:49,user_786123306,37929.0,Saint-Louis,transfer,Orange Money,completed
TXN1770849049119_3518,2026-02-05 01:30:49,user_759061226,27121.0,Saint-Louis,transfer,Free Money,completed
TXN1770849049226_6472,2026-02-05 01:30:49,user_778592459,9319.0,Ziguinchor,transfer,Wave,completed
TXN1770849049081_2616,2026-02-05 01:30:49,user_701647170,19055.0,Thiès,transfer,Wave,completed
TXN1770849049100_4214,2026-02-05 01:30:49,user_764006575,31201.0,Dakar,payment,Free Money,completed
TXN1770849049022_9482,2026-02-05 01:30:49,user_754360650,42577.0,Kaolack,transfer,Wizall,completed
TXN1770849049019_1044,2026-02-05 01:30:49,user_764934345,52922.0,Thiès,transfer,Wizall,completed
TXN1770849049202_7091,2026-02-05 01:30:49,user_701808196,23816.0,Kaolack,transfer,Orange Money,completed
TXN1770849049044_2262,2026-02-05 01:30:49,user_775111186,55406.0,Saint-Louis,withdrawal,Wave,completed
TXN1770849049154_4295,2026-02-05 01:30:49,user_782832248,31037.0,Ziguinchor,transfer,Wave,completed
TXN1770849049194_9672,2026-02-05 01:30:49,user_754134097,47754.0,Kaolack,withdrawal,Wizall,completed
TXN1770849049097_6137,2026-02-05 01:30:49,user_776284723,12722.0,Ziguinchor,transfer,Wizall,completed
TXN1770849049076_9795,2026-02-05 01:30:49,user_771102664,200000.0,Ziguinchor,withdrawal,Wizall,completed
TXN1770849049185_7737,2026-02-05 01:30:49,user_772370593,94993.0,Kaolack,withdrawal,Free Money,completed
TXN1770849049034_2911,2026-02-05 01:30:49,user_777625890,32023.0,Ziguinchor,transfer,Orange Money,completed
TXN1770849049150_7426,2026-02-05 01:30:49,user_785318257,175015.0,Saint-Louis,withdrawal,Free Money,completed
TXN1770849049197_9379,2026-02-05 01:30:49,user_779819458,41807.0,Ziguinchor,payment,Orange Money,completed
TXN1770849049117_4304,2026-02-05 01:30:49,user_764164842,22121.0,Ziguinchor,payment,Free Money,completed
TXN1770849049090_2222,2026-02-05 01:30:49,user_778131766,8225.0,Dakar,payment,Free Money,completed
TXN1770849049196_7338,2026-02-05 01:30:49,user_762991403,65245.0,Saint-Louis,withdrawal,Wave,completed
TXN1770849049019_7112,2026-02-05 01:30:49,user_754345615,4564.0,Dakar,payment,Orange Money,completed
TXN1770849049102_5651,2026-02-05 01:30:49,user_783600857,94188.0,Thiès,transfer,Wave,completed
TXN1770849049054_7223,2026-02-05 01:30:49,user_789120146,8380.0,Thiès,payment,Wizall,completed
TXN1770849049136_6547,2026-02-05 01:30:49,user_702733322,36555.0,Saint-Louis,transfer,Wizall,completed
TXN1770849049103_7206,2026-02-05 01:30:49,user_789371621,51472.0,Dakar,withdrawal,Wizall,completed
TXN1770849049222_2067,2026-02-05 01:30:49,user_707196373,40498.0,Dakar,payment,Free Money,completed
TXN1770849049016_2106,2026-02-05 01:30:49,user_771280001,22094.0,Thiès,withdrawal,Wizall,completed
TXN1770849049173_1184,2026-02-05 01:30:49,user_757496259,50000.0,Dakar,payment,Wizall,completed
TXN1770849049119_1561,2026-02-05 01:30:49,user_789791351,6097.0,Kaolack,payment,Wizall,completed
TXN1770849049096_7224,2026-02-05 01:30:49,user_767835058,5010.0,Kaolack,payment,Orange Money,completed
TXN1770849049050_8439,2026-02-05 01:30:49,user_784018484,100000.0,Thiès,transfer,Wizall,completed
TXN1770849049077_6006,2026-02-05 01:30:49,user_764850679,9552.0,Ziguinchor,transfer,Wave,completed
TXN1770849049172_4011,2026-02-05 01:30:49,user_764752991,6936.0,Thiès,payment,Free Money,completed
TXN1770849049019_6148,2026-02-05 01:30:49,user_775389135,16008.0,Kaolack,payment,Orange Money,completed
TXN1770849049163_9156,2026-02-05 01:30:49,user_782233396,126947.0,Dakar,deposit,Wizall,completed
TXN1770849049087_8364,2026-02-05 01:30:49,user_768967438,57378.0,Thiès,transfer,Wizall,completed
TXN1770849049144_4221,2026-02-05 01:30:49,user_783807665,68845.0,Kaolack,withdrawal,Orange Money,completed
TXN1770849049113_5295,2026-02-05 01:30:49,user_784052259,32551.0,Ziguinchor,payment,Orange Money,completed
TXN1770849049190_6818,2026-02-05 01:30:49,user_757177419,45869.0,Saint-Louis,transfer,Free Money,completed
TXN1770849049190_8010,2026-02-05 01:30:49,user_701994026,15143.0,Saint-Louis,transfer,Orange Money,completed
TXN1770849049133_8192,2026-02-05 01:30:49,user_751687148,27688.0,Saint-Louis,transfer,Free Money,completed
TXN1770849049225_7112,2026-02-05 01:30:49,user_752313659,37320.0,Ziguinchor,transfer,Wizall,completed
TXN1770849049152_5883,2026-02-05 01:30:49,user_774717160,50000.0,Dakar,payment,Wizall,completed
TXN1770849049222_9749,2026-02-05 01:30:49,user_789233731,11602.0,Saint-Louis,payment,Wave,completed
TXN1770849049213_8244,2026-02-05 01:30:49,user_762367974,55887.0,Thiès,withdrawal,Wave,completed
TXN1770849049217_3266,2026-02-05 01:30:49,user_704779691,13731.0,Thiès,payment,Wizall,completed
TXN1770849049016_2956,2026-02-05 01:30:49,user_763946849,232502.0,Ziguinchor,deposit,Orange Money,completed
TXN1770849049225_6712,2026-02-05 01:30:49,user_761999651,43957.0,Saint-Louis,payment,Orange Money,completed
TXN1770849049106_1685,2026-02-05 01:30:49,user_703821058,32366.0,Ziguinchor,transfer,Orange Money,completed
TXN1770849049234_1526,2026-02-05 01:30:49,user_708945804,239544.0,Dakar,deposit,Orange Money,completed
TXN1770849049079_4980,2026-02-05 01:30:49,user_755249280,11316.0,Dakar,transfer,Wizall,completed
TXN1770849049119_5030,2026-02-05 02:30:49,user_767871605,62711.0,Thiès,withdrawal,Wave,completed
TXN1770849049102_9854,2026-02-05 02:30:49,user_773141204,31666.0,Kaolack,transfer,Wave,completed
TXN1770849049081_5450,2026-02-05 02:30:49,user_768185097,62533.0,Dakar,transfer,Free Money,completed
TXN1770849049159_6945,2026-02-05 02:30:49,user_785969420,17012.0,Dakar,payment,Wizall,completed
TXN1770849049020_6183,2026-02-05 02:30:49,user_708264954,59909.0,Kaolack,transfer,Wizall,completed
TXN1770849049056_8722,2026-02-05 02:30:49,user_777537849,50000.0,Saint-Louis,payment,Wave,completed
TXN1770849049034_9655,2026-02-05 02:30:49,user_782018455,13911.0,Ziguinchor,transfer,Wizall,completed
TXN1770849049129_5253,2026-02-05 02:30:49,user_787909918,44114.0,Dakar,payment,Orange Money,completed
TXN1770849049021_2235,2026-02-05 02:30:49,user_762282825,3373.0,Ziguinchor,transfer,Wave,completed
TXN1770849049091_8611,2026-02-05 02:30:49,user_778559426,5859.0,Kaolack,transfer,Orange Money,completed
TXN1770849049147_2996,2026-02-05 02:30:49,user_753394839,12521.0,Thiès,transfer,Wave,completed
TXN1770849049069_7988,2026-02-05 02:30:49,user_773160678,20709.0,Ziguinchor,payment,Orange Money,completed
TXN1770849049089_5254,2026-02-05 02:30:49,user_707797316,63632.0,Kaolack,withdrawal,Orange Money,completed
TXN1770849049173_9120,2026-02-05 02:30:49,user_753576306,100000.0,Saint-Louis,transfer,Orange Money,completed
TXN1770849049013_8780,2026-02-05 02:30:49,user_756029651,96556.0,Ziguinchor,withdrawal,Wizall,completed
TXN1770849049164_9390,2026-02-05 02:30:49,user_762607859,3451.0,Thiès,transfer,Orange Money,completed
TXN1770849049158_9539,2026-02-05 02:30:49,user_771238320,8637.0,Kaolack,payment,Wave,completed
TXN1770849049120_7312,2026-02-05 02:30:49,user_771072259,10811.0,Kaolack,payment,Free Money,completed
TXN1770849049160_4566,2026-02-05 02:30:49,user_707725958,99117.0,Ziguinchor,transfer,Free Money,completed
TXN1770849049092_1644,2026-02-05 02:30:49,user_705782183,11399.0,Thiès,payment,Orange Money,completed
